,smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0.1,E2-PBE0.1,f1-PBE0.1,f2-PBE0.1,E1-CAM,E2-CAM,f1-CAM,f2-CAM,mol_id
18760,[H]OC1([H])C2([H])N3C4([H])C3([H])C2([H])C14[H],0.24508574,0.24919618,0.0023714,0.00082023,0.25518197,0.26775482,0.00059106,0.0035116,0.25518197,0.26775482,0.00059106,0.0035116,0.2544413,0.25805376,0.0023,0.0018,18760
20779,[H]c1nn(C([H])([H])[H])c(N([H])C([H])([H])[H])c1[H],0.2114651,0.22990528,0.00713463,0.16660252,0.22045773,0.23113257,0.03600826,0.15564714,0.22045773,0.23113257,0.03600826,0.15564714,0.21030536,0.22744892,0.0088,0.1872,20779
1962,[H]OC([H])([H])C12OC([H])(C1([H])[H])C2([H])[H],0.26247933,0.26898662,0.00760307,0.00641904,0.27598731,0.2957956,0.00167232,0.00665605,0.27598731,0.2957956,0.00167232,0.00665605,0.27141949,0.28479992,0.0036,0.0059,1962
8657,[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.26416744,0.32324298,0.00061728,0.02278001,0.27796281,0.31093428,0.00054568,0.00853132,0.27796281,0.31093428,0.00054568,0.00853132,0.26208884,0.3189033,0.0002,0.0162,8657
200,[H]c1nc(N([H])[H])c([H])n1[H],0.21095108,0.21691275,0.07700357,0.00030996,0.21116401,0.22000271,0.07651049,0.00012997,0.21116401,0.22000271,0.07651049,0.00012997,0.20916614,0.21084558,0.0691,0.0002,200
18770,[H]C#CC1(C2([H])OC2([H])[H])N([H])C1([H])[H],0.24410846,0.2600701,0.00790069,0.08577327,0.22480268,0.24067763,0.00439154,0.05481097,0.22480268,0.24067763,0.00439154,0.05481097,0.22464128,0.23953945,0.0039,0.0338,18770
12683,[H]OC12C(=O)C([H])([H])OC1([H])C2([H])[H],0.16483356,0.20515561,0.00360498,0.0483403,0.16020633,0.1941634,0.00360716,0.04108903,0.16020633,0.1941634,0.00360716,0.04108903,0.16389832,0.20741319,0.002,0.0533,12683
20899,[H]c1onc(OC([H])([H])[H])c1C([H])([H])[H],0.23151914,0.25779343,0.07939692,0.0916372,0.23695867,0.25112714,0.07870386,0.00392853,0.23695867,0.25112714,0.07870386,0.00392853,0.23730877,0.24732296,0.1243,0.0478,20899
12216,[H]C1=C([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])=C1[H],0.18588293,0.21173559,0.07756199,0.1692717,0.1760494,0.200043,0.08930307,0.13531633,0.1760494,0.200043,0.08930307,0.13531633,0.18175114,0.20922493,0.1645,0.0553,12216
17606,[H]C1=C([H])C([H])([H])C([H])=C([H])C([H])([H])OC1([H])[H],0.20504111,0.22617972,0.0192471,0.04701107,0.19681846,0.20789014,0.01197403,0.03576095,0.19681846,0.20789014,0.01197403,0.03576095,0.21233025,0.21363853,0.0198,0.0459,17606
5735,[H]C#CC([H])([H])C(C#N)(O[H])C([H])([H])[H],0.26592088,0.27599672,6.392e-05,0.00432153,0.24210653,0.25336508,0.00020423,0.01253138,0.24210653,0.25336508,0.00020423,0.01253138,0.23743739,0.24841074,0.0,0.0063,5735
3200,[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C([H])C1([H])[H],0.25190564,0.26636547,0.0165798,0.01316604,0.23124579,0.23958025,0.01927055,0.00326852,0.23124579,0.23958025,0.01927055,0.00326852,0.23612177,0.25453685,0.0194,0.0085,3200
8213,[H]C([H])([H])C12C([H])([H])C3(C([H])([H])[H])C1([H])C([H])([H])C23[H],0.30341285,0.31602415,0.0,0.03597579,0.3203698,0.32830265,1.3e-07,0.00955353,0.3203698,0.32830265,1.3e-07,0.00955353,0.30782337,0.31641537,0.0,0.0752,8213
13530,[H]C([H])([H])C([H])(C1=NC([H])([H])C([H])([H])O1)C([H])([H])[H],0.25033642,0.25788936,0.00557495,0.07411581,0.24257813,0.25816194,0.00553118,0.12920043,0.24257813,0.25816194,0.00553118,0.12920043,0.24534952,0.2574915,0.0042,0.1122,13530
16440,[H]N=C1N([H])C(=O)N2C([H])([H])C12[H],0.21358143,0.23782686,0.00440278,0.03442176,0.20324095,0.22783559,0.00392343,0.01874769,0.20324095,0.22783559,0.00392343,0.01874769,0.21131965,0.23198012,0.0032,0.0075,16440
3315,[H]C#CC1([H])N2C([H])([H])C([H])([H])C21[H],0.23413388,0.24981686,0.0123455,0.09848751,0.21924494,0.23533207,0.01214652,0.05985239,0.21924494,0.23533207,0.01214652,0.05985239,0.22043715,0.2367465,0.0094,0.0321,3315
19333,[H]C([H])([H])C([H])([H])C1([H])C2([H])N3C([H])([H])C1([H])C32[H],0.25920683,0.26558739,0.00242779,0.00733802,0.2734821,0.28404599,0.00356671,0.01233955,0.2734821,0.28404599,0.00356671,0.01233955,0.2697033,0.27538474,0.0045,0.01,19333
8611,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])([H])O[H],0.18429448,0.23492006,0.0006113,0.03555086,0.18089057,0.20137268,0.00143713,0.03070047,0.18089057,0.20137268,0.00143713,0.03070047,0.18193489,0.22697486,0.0006,0.0332,8611
6577,[H]C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26876249,0.3012113,0.03574865,0.00109577,0.28427774,0.30116899,0.04132344,0.00043982,0.28427774,0.30116899,0.04132344,0.00043982,0.27639535,0.30547142,0.0358,0.0014,6577
17382,[H]C1([H])C2([H])N3C1([H])C2([H])C31C([H])([H])C1([H])[H],0.26193996,0.26630905,0.00047084,0.00043002,0.28637114,0.29423048,0.00529483,0.05468845,0.28637114,0.29423048,0.00529483,0.05468845,0.27874363,0.28469702,0.0042,0.0004,17382
8360,[H]OC([H])([H])C(C#N)(C#N)N([H])[H],0.26886816,0.28703939,0.01768645,0.03387927,0.24420703,0.25443783,0.00413006,0.01301858,0.24420703,0.25443783,0.00413006,0.01301858,0.26012275,0.26671925,0.0137,0.0083,8360
21413,[H]Oc1nc2n(n1)C([H])([H])C2([H])[H],0.22976324,0.24764863,0.04900264,0.00495005,0.23141978,0.25137534,0.06164411,0.0069749,0.23141978,0.25137534,0.06164411,0.0069749,0.23328472,0.25079577,0.0626,0.007,21413
8610,[H]C([H])([H])OC(=O)C([H])(OC([H])([H])[H])C([H])([H])[H],0.21048133,0.26286411,0.00346866,0.00600243,0.202097,0.24523678,0.00475253,0.00829346,0.202097,0.24523678,0.00475253,0.00829346,0.20557573,0.25837716,0.0026,0.0057,8610
19076,[H]N1C2([H])C([H])([H])OC3(C([H])([H])C3([H])[H])C12[H],0.24299886,0.259983,0.00289155,0.00241535,0.24991944,0.26607621,0.00084754,0.00994951,0.24991944,0.26607621,0.00084754,0.00994951,0.2451033,0.26746527,0.0023,0.0032,19076
14353,[H]C(=O)C([H])([H])C#CC([H])([H])OC([H])([H])[H],0.16426425,0.25422136,0.00057303,0.00366832,0.15777131,0.2146457,0.00133181,0.01479731,0.15777131,0.2146457,0.00133181,0.01479731,0.15819482,0.22915777,0.0007,0.0029,14353
9229,[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C(=O)OC1([H])[H],0.22331631,0.28666648,0.00233553,0.06282956,0.21603847,0.29408097,0.00340808,0.04932893,0.21603847,0.29408097,0.00340808,0.04932893,0.21625876,0.29510443,0.0023,0.0632,9229
1640,[H]OC([H])(C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])[H],0.27441525,0.28035481,0.0083973,0.00670002,0.27965284,0.28534945,0.00278962,0.00246547,0.27965284,0.28534945,0.00278962,0.00246547,0.27365385,0.28064725,0.0052,0.0042,1640
2683,[H]N=C1N(C([H])=O)C([H])([H])C1([H])[H],0.18536126,0.22749293,0.00388922,0.00458538,0.17823879,0.21461071,0.00391734,0.00270017,0.17823879,0.21461071,0.00391734,0.00270017,0.18203778,0.22054373,0.0036,0.0033,2683
15277,[H]C([H])([H])C1=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.24724997,0.26529134,0.02462598,0.4226239,0.2463445,0.25678324,0.31270856,0.13217097,0.2463445,0.25678324,0.31270856,0.13217097,0.23971217,0.24884806,0.0801,0.3563,15277
2229,[H]C(=O)OC1([H])C([H])([H])C([H])([H])C1([H])[H],0.21926099,0.28689032,0.00111012,0.23576542,0.2138158,0.28799478,0.00130358,0.14330138,0.2138158,0.28799478,0.00130358,0.14330138,0.21146664,0.28840503,0.0011,0.1816,2229
898,[H]c1nc(=O)oc([H])c1[H],0.15390297,0.16789345,0.00251952,0.10482389,0.14795774,0.17169602,0.00220196,0.09177551,0.14795774,0.17169602,0.00220196,0.09177551,0.15479918,0.17172592,0.0022,0.1017,898
20588,[H]C([H])([H])C([H])([H])Oc1nnon1,0.20150336,0.21830113,0.04831141,0.00726883,0.20240239,0.20599534,0.00819646,0.03632587,0.20240239,0.20599534,0.00819646,0.03632587,0.20527438,0.21055893,0.0071,0.0445,20588
2127,[H]C([H])([H])C1([H])C(=O)C([H])([H])C1([H])C([H])([H])[H],0.16188163,0.26013075,5.792e-05,0.0281034,0.15727372,0.25991846,0.00015347,0.00256414,0.15727372,0.25991846,0.00015347,0.00256414,0.15797065,0.2680165,0.0001,0.0088,2127
19484,[H]C1([H])N2C([H])([H])C2([H])C2([H])OC2([H])C1([H])[H],0.25242765,0.26125187,0.02876168,0.02888449,0.25519041,0.27033534,0.02824002,0.01054868,0.25519041,0.27033534,0.02824002,0.01054868,0.2587814,0.26840972,0.0289,0.0159,19484
20975,[H]c1nn2c([H])nnc2n1[H],0.20893764,0.22266221,0.0557803,0.00238525,0.20545943,0.2060918,0.04193948,0.00251444,0.20545943,0.2060918,0.04193948,0.00251444,0.21429634,0.22679111,0.0563,0.0052,20975
4966,[H]Oc1c(C([H])([H])[H])nc([H])n1C([H])([H])[H],0.20163427,0.22298813,7.27e-06,0.12767236,0.20252855,0.22751001,1.148e-05,0.12611237,0.20252855,0.22751001,1.148e-05,0.12611237,0.19297806,0.22196593,0.0,0.1382,4966
11427,[H]OC([H])([H])C12N(C(=O)C1([H])[H])C2([H])[H],0.18586452,0.24018883,0.00215906,0.00681576,0.17973974,0.22900381,0.00171684,0.00313486,0.17973974,0.22900381,0.00171684,0.00313486,0.18160047,0.23634961,0.0013,0.0031,11427
9642,[H]OC1([H])C(C#N)(N([H])[H])C1([H])C([H])([H])[H],0.23490085,0.26105195,0.01488825,0.00276358,0.22877964,0.25527601,0.00652328,0.05112885,0.22877964,0.25527601,0.00652328,0.05112885,0.22969063,0.25674181,0.0108,0.0053,9642
10533,[H]OC1([H])C([H])([H])N([H])C(=O)C([H])([H])C1([H])[H],0.20850862,0.25273236,0.00099773,0.11857325,0.20593968,0.26111377,0.00106381,0.06394514,0.20593968,0.26111377,0.00106381,0.06394514,0.20686563,0.25617587,0.0008,0.051,10533
18501,[H]C1([H])OC2([H])C3([H])C(=O)C1([H])C23[H],0.17951254,0.22893008,0.00027168,0.04083515,0.17385902,0.21847908,0.00030133,0.02815188,0.17385902,0.21847908,0.00030133,0.02815188,0.17490474,0.2354125,0.0003,0.0398,18501
2115,[H]OC1([H])C(=O)C([H])([H])N([H])C1([H])[H],0.15791257,0.20932055,0.00057876,0.00807626,0.14983127,0.18537222,0.00117254,0.00696421,0.14983127,0.18537222,0.00117254,0.00696421,0.15549375,0.2054471,0.0005,0.0076,2115
21263,[H]C(=Nc1nnn([H])n1)N([H])[H],0.20391099,0.21804175,0.15074777,0.50702825,0.19994333,0.20160719,0.0217902,0.00114,0.19994333,0.20160719,0.0217902,0.00114,0.20647241,0.20702732,0.0823,0.1035,21263
18960,[H]N1C([H])([H])C1([H])C#CC1([H])N([H])C1([H])[H],0.23784383,0.24438896,0.00883982,0.11655384,0.21679798,0.22440877,0.00343824,0.10187711,0.21679798,0.22440877,0.00343824,0.10187711,0.21865849,0.22585768,0.0055,0.0758,18960
20912,[H]c1noc(C([H])([H])OC([H])([H])[H])n1,0.22718401,0.25074235,0.00665214,0.02547232,0.21221822,0.22107974,0.00963164,0.00314634,0.21221822,0.22107974,0.00963164,0.00314634,0.22596425,0.24064928,0.0072,0.029,20912
20867,[H]Oc1nn([H])c([H])c1OC([H])([H])[H],0.21225597,0.22059713,0.11949835,0.00131912,0.21981855,0.23094681,0.12406144,0.00076796,0.21981855,0.23094681,0.12406144,0.00076796,0.21761848,0.22360495,0.1283,0.0018,20867
12561,[H]OC1([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C12C([H])([H])[H],0.24947824,0.27289829,0.00504254,0.00375453,0.26264049,0.28261464,0.00150018,0.0045763,0.26264049,0.28261464,0.00150018,0.0045763,0.24984764,0.27324593,0.0027,0.0051,12561
8499,[H]C#CC(=O)C(=O)OC([H])([H])[H],0.1261035,0.19221934,1.694e-05,2.811e-05,0.11536857,0.16479633,6.733e-05,3.03e-06,0.11536857,0.16479633,6.733e-05,3.03e-06,0.12208126,0.16899545,0.0,0.0,8499
19180,[H]OC([H])([H])C1([H])C2([H])OC([H])([H])C([H])([H])C21[H],0.26043047,0.28111577,0.01000472,0.00888403,0.27191868,0.28299366,0.01113301,0.00107219,0.27191868,0.28299366,0.01113301,0.00107219,0.26807898,0.28240019,0.0101,0.0049,19180
20446,[H]c1nnc(C([H])([H])C([H])([H])[H])c([H])n1,0.11753549,0.14938563,0.00526717,3.335e-05,0.11074503,0.14427206,0.00496952,3.058e-05,0.11074503,0.14427206,0.00496952,3.058e-05,0.12034669,0.15819482,0.0051,0.0,20446
12818,[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.30643238,0.30968477,0.01658557,0.01518415,0.31369643,0.31494456,0.01102444,0.02409109,0.31369643,0.31494456,0.01102444,0.02409109,0.30486138,0.3065592,0.0153,0.0158,12818
3974,[H]ON=C1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.22913303,0.24919795,0.00412082,0.23303501,0.22044519,0.24867407,0.00370411,0.20165403,0.22044519,0.24867407,0.00370411,0.20165403,0.22602673,0.25058263,0.0032,0.2243,3974
19714,[H]C1([H])OC([H])([H])C([H])(C2([H])C([H])([H])C2([H])[H])O1,0.27998285,0.2933586,0.02666618,0.01129485,0.2908954,0.29609734,0.02317818,0.02737155,0.2908954,0.29609734,0.02317818,0.02737155,0.28667781,0.2983347,0.0281,0.0118,19714
21396,[H]Oc1c([H])nnc([H])c1O[H],0.16263971,0.19332972,0.00471857,0.01026365,0.14982172,0.15929653,0.00474634,1.99e-06,0.14982172,0.15929653,0.00474634,1.99e-06,0.15951045,0.17352664,0.0049,0.0,21396
21418,[H]N=c1c([H])nc(O[H])nn1[H],0.12208336,0.14072894,0.0467038,0.00470719,0.1204031,0.13236845,0.03816912,0.00324585,0.1204031,0.13236845,0.03816912,0.00324585,0.1265757,0.14351714,0.0466,0.0044,21418
12988,[H]C#CC([H])([H])C1([H])N=C([H])OC1([H])[H],0.2456794,0.25558245,0.00578054,0.14772708,0.23679449,0.24610391,0.00532869,0.00334824,0.23679449,0.24610391,0.00532869,0.00334824,0.23762481,0.24045084,0.0039,0.0008,12988
4388,[H]Oc1c(N([H])[H])nc(C([H])([H])[H])n1[H],0.20907382,0.22615002,0.000253,7.56e-05,0.22281388,0.223164,0.00016844,0.2380564,0.22281388,0.223164,0.00016844,0.2380564,0.20373091,0.22059885,0.0003,0.0002,4388
20468,[H]C([H])([H])n1nnc(C([H])([H])C([H])([H])[H])n1,0.22260703,0.23871067,0.00673836,0.09114896,0.21236559,0.23484707,0.00774524,6.32e-06,0.21236559,0.23484707,0.00774524,6.32e-06,0.21957722,0.23924913,0.0078,0.0,20468
5485,[H]c1nc2c(nc([H])n2[H])o1,0.20678918,0.23357898,0.30572095,6.112e-05,0.20423649,0.22142886,0.30096917,4.709e-05,0.20423649,0.22142886,0.30096917,4.709e-05,0.2003757,0.23171552,0.3142,0.0001,5485
10746,[H]OC12C([H])=C([H])C([H])(C([H])([H])C1([H])[H])C2([H])[H],0.25241368,0.25705513,0.01382071,0.11037446,0.23960237,0.24992517,0.00862045,0.10807605,0.23960237,0.24992517,0.00862045,0.10807605,0.24405594,0.25278023,0.1233,0.0099,10746
9809,[H]C#CC([H])(OC([H])=N[H])C([H])([H])C([H])([H])[H],0.23577239,0.26273365,0.0018099,0.00223156,0.22728748,0.23988671,0.00105544,0.00063536,0.22728748,0.23988671,0.00105544,0.00063536,0.22816554,0.2344901,0.0011,0.0003,9809
12459,[H]OC([H])([H])C1([H])OC2([H])C([H])([H])C12C([H])([H])[H],0.24876286,0.26972462,0.00335069,0.00640077,0.26320464,0.28125871,0.00177946,0.00302851,0.26320464,0.28125871,0.00177946,0.00302851,0.25664626,0.27429329,0.0036,0.0029,12459
10054,[H]OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26290398,0.31683764,0.00105758,0.01298866,0.27654818,0.30453404,0.00089855,0.00802062,0.27654818,0.30453404,0.00089855,0.00802062,0.26099003,0.31229944,0.0005,0.0095,10054
218,[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.16369157,0.27307213,2.313e-05,0.03312249,0.1587759,0.28146118,5.69e-05,0.02809067,0.1587759,0.28146118,5.69e-05,0.02809067,0.15867624,0.28184895,0.0,0.0223,218
18535,[H]C([H])([H])C12C([H])([H])C3([H])N4C3([H])C1([H])C42[H],0.2437688,0.25369446,0.00678063,0.00345685,0.25549691,0.2661436,0.01232513,0.00153742,0.25549691,0.2661436,0.01232513,0.00153742,0.24970432,0.26368743,0.0068,0.0027,18535
6462,[H]C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H],0.16053602,0.21593276,0.000594,0.00080569,0.1547638,0.20855677,0.00072185,0.00215097,0.1547638,0.20855677,0.00072185,0.00215097,0.1554129,0.21287414,0.0004,0.0008,6462
2061,[H]N=C1C(=O)C([H])([H])C([H])([H])N1[H],0.1414112,0.18789388,0.00015315,0.07937743,0.13487692,0.17533102,0.00018832,0.04642814,0.13487692,0.17533102,0.00018832,0.04642814,0.1374094,0.18456614,0.0001,0.0628,2061
8999,[H]C(=O)N([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])[H],0.21750843,0.26658415,0.00083639,0.22346517,0.21381731,0.27549415,0.00120094,0.20400534,0.21381731,0.27549415,0.00120094,0.20400534,0.2123964,0.27080945,0.001,0.1989,8999
15564,[H]OC1([H])C([H])([H])C([H])(O[H])C1([H])C([H])([H])C([H])([H])[H],0.26181207,0.26988482,0.00525104,0.01902022,0.26642165,0.27339565,0.01216368,0.00100986,0.26642165,0.27339565,0.01216368,0.00100986,0.26216969,0.27141949,0.003,0.0144,15564
15898,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C12OC2([H])[H],0.27667304,0.27945,0.000621,0.00581811,0.28004576,0.29597307,0.00208998,0.00296836,0.28004576,0.29597307,0.00208998,0.00296836,0.28391426,0.2953727,0.0011,0.0051,15898
17998,[H]OC1([H])C([H])=C([H])C2([H])C([H])([H])C([H])([H])C12[H],0.2385708,0.26358653,0.0358943,0.15288197,0.22732765,0.25111185,0.02962437,0.12925216,0.22732765,0.25111185,0.02962437,0.12925216,0.23633859,0.25522039,0.0854,0.1128,17998
12591,[H]OC12C([H])([H])N([H])C1([H])C2([H])C#N,0.23639579,0.25639118,0.00198574,0.03556763,0.23600624,0.24169084,0.0037797,0.01764103,0.23600624,0.24169084,0.0037797,0.01764103,0.2368494,0.25576428,0.0007,0.0114,12591
18762,[H]OC1([H])C2([H])N3C1([H])C1([H])C3([H])C21[H],0.22896809,0.25007965,0.00523815,0.00153889,0.24465467,0.26616922,0.00359423,0.00063584,0.24465467,0.26616922,0.00359423,0.00063584,0.24032589,0.25549968,0.0049,0.0019,18762
3503,[H]N1C2([H])C3([H])OC([H])(C3([H])[H])C12[H],0.24488921,0.25670069,0.00392726,0.00194128,0.25687694,0.27940043,0.00496322,0.00624509,0.25687694,0.27940043,0.00496322,0.00624509,0.24677172,0.26992012,0.0033,0.011,3503
828,[H]c1c(C([H])([H])[H])nc(C([H])([H])[H])n1[H],0.23005997,0.23777505,0.00087329,0.13970897,0.23766489,0.23842371,0.17935467,0.00087771,0.23766489,0.23842371,0.17935467,0.00087771,0.22360127,0.23336189,0.0009,0.1891,828
5512,[H]c1nc2c(n1[H])C([H])([H])C([H])([H])C2([H])[H],0.22641795,0.22769776,0.02287991,0.15514909,0.22858972,0.2385053,0.19775878,0.00986818,0.22858972,0.2385053,0.19775878,0.00986818,0.22213865,0.22394671,0.0097,0.2018,5512
12376,[H]C([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])[H])C1=O,0.15781895,0.22136681,0.00044835,0.0090273,0.15451644,0.20489394,0.00057576,0.00965181,0.15451644,0.20489394,0.00057576,0.00965181,0.15583551,0.22536524,0.0004,0.0106,12376
16298,[H]OC1([H])C(=O)C([H])([H])C2([H])N([H])C12[H],0.15679733,0.22967412,3.25e-05,0.00115675,0.15134067,0.203263,3.228e-05,0.00126647,0.15134067,0.203263,3.228e-05,0.00126647,0.15360483,0.22455308,0.0,0.0007,16298
5654,[H]C#CC(=O)C(O[H])(C([H])([H])[H])C([H])([H])[H],0.14889852,0.20669345,0.00040426,8.458e-05,0.14078753,0.17758881,0.00035876,0.00016646,0.14078753,0.17758881,0.00035876,0.00016646,0.14604549,0.17921176,0.0004,0.0001,5654
8144,[H]OC1(C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C2([H])C1([H])[H],0.26520225,0.2986834,0.0133579,0.00551117,0.27946355,0.30032762,0.0057306,0.00521933,0.27946355,0.30032762,0.0057306,0.00521933,0.26807898,0.29470387,0.0091,0.0033,8144
5711,[H]OC([H])([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.27193034,0.28648176,0.00458444,0.00593892,0.2843061,0.28821435,0.00097464,0.00790332,0.2843061,0.28821435,0.00097464,0.00790332,0.28258026,0.28389956,0.0026,0.0055,5711
4420,[H]c1c(N([H])[H])c(N([H])[H])c([H])n1C([H])([H])[H],0.19378627,0.20239638,0.00837281,0.13619085,0.20553197,0.20619575,0.02897246,0.15649404,0.20553197,0.20619575,0.02897246,0.15649404,0.19249297,0.20231974,0.0057,0.0492,4420
12800,[H]N=C1OC([H])([H])C1([H])OC([H])([H])C([H])([H])[H],0.2368878,0.26813771,0.01182393,0.06685538,0.22653146,0.26097521,0.01227492,0.00219333,0.22653146,0.26097521,0.01227492,0.00219333,0.2316898,0.26790626,0.0088,0.0136,12800
20895,[H]c1c(OC([H])([H])[H])noc1C([H])([H])[H],0.23273058,0.25450777,0.05385293,0.20704721,0.2366855,0.24932008,0.03386716,0.24311158,0.2366855,0.24932008,0.03386716,0.24311158,0.24282484,0.24367008,0.0485,0.2184,20895
13115,[H]OC1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C#N,0.26032488,0.28871966,0.00130418,0.00113961,0.27052057,0.28596975,0.00085898,0.0004179,0.27052057,0.28596975,0.00085898,0.0004179,0.25877772,0.28228994,0.0007,0.0002,13115
18120,[H]OC([H])([H])C1([H])C2([H])OC([H])(C([H])([H])[H])C21[H],0.25464278,0.26156553,0.00879921,0.015511,0.26945565,0.27737126,0.00498224,0.02136435,0.26945565,0.27737126,0.00498224,0.02136435,0.25981038,0.26891319,0.0079,0.0058,18120
10186,[H]C#CC([H])([H])C1(C([H])([H])O[H])N([H])C1([H])[H],0.26778501,0.27049687,0.00070768,0.00974889,0.24614794,0.25209206,0.00046391,0.02997641,0.24614794,0.25209206,0.00046391,0.02997641,0.2398261,0.25018573,0.0002,0.0059,10186
17245,[H]C([H])([H])C12OC1(C([H])([H])[H])C1([H])C([H])([H])C12[H],0.26754877,0.29643987,0.01129577,0.00205937,0.2789608,0.28256652,0.03828905,0.01123929,0.2789608,0.28256652,0.03828905,0.01123929,0.28101107,0.28629194,0.013,0.0421,17245
1599,[H]N([H])C(=O)C(=O)C([H])([H])C([H])([H])[H],0.13093411,0.20095332,9.95e-06,0.00012218,0.12429608,0.1929785,3.349e-05,0.00035154,0.12429608,0.1929785,3.349e-05,0.00035154,0.129376,0.19824791,0.0,0.0001,1599
6084,[H]OC([H])(C#N)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.27706483,0.30416107,0.01515587,0.00203502,0.26803174,0.27871791,0.00404209,0.00585301,0.26803174,0.27871791,0.00404209,0.00585301,0.26860449,0.27726999,0.0024,0.0102,6084
4984,[H]c1nc(C([H])([H])C#N)oc1[H],0.24171223,0.24609375,0.1904267,0.00306254,0.23520816,0.23576957,0.20366167,0.00386761,0.23520816,0.23576957,0.20366167,0.00386761,0.23233658,0.24308944,0.2071,0.0031,4984
13510,[H]C1=C([H])C([H])([H])C([H])([H])N1C(=O)C([H])([H])[H],0.20450407,0.20502702,0.4676579,0.0010724,0.19581523,0.20349896,0.00108196,0.39947634,0.19581523,0.20349896,0.00108196,0.39947634,0.20305472,0.20403593,0.001,0.3997,13510
4252,[H]c1nc(C([H])([H])[H])nc(C([H])([H])[H])c1[H],0.19895343,0.24812735,0.04192086,0.11172089,0.15951953,0.17400256,0.00444333,1.36e-06,0.15951953,0.17400256,0.00444333,1.36e-06,0.16814654,0.18406267,0.0043,0.0,4252
2153,[H]OC1([H])C([H])(C([H])([H])[H])OC1([H])C([H])([H])[H],0.26310289,0.2666867,0.00126405,0.00444933,0.26803788,0.26994406,0.0026794,0.00166748,0.26803788,0.26994406,0.0026794,0.00166748,0.26519783,0.27305484,0.0029,0.0006,2153
21315,N#Cc1noc(=O)o1,0.22631949,0.23392159,0.16225322,0.00371382,0.21152769,0.21307823,0.0023378,0.14033223,0.21152769,0.21307823,0.0023378,0.14033223,0.219478,0.22848893,0.1759,0.0034,21315
21254,[H]N([H])c1nonnc1=O,0.11811048,0.14912128,0.00025702,0.10359118,0.10639792,0.14804052,0.0005454,0.05454536,0.10639792,0.14804052,0.0005454,0.05454536,0.11444842,0.15732386,0.0006,0.0725,21254
7901,[H]OC12C([H])([H])C([H])(OC1([H])C([H])([H])[H])C2([H])[H],0.25148967,0.25765126,0.00703857,0.0103009,0.26602737,0.2721942,0.00684824,0.00413517,0.26602737,0.2721942,0.00684824,0.00413517,0.25774874,0.26831417,0.0004,0.0132,7901
17431,[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.32428601,0.3333546,0.02144896,0.021219,0.33061589,0.3416252,0.02602905,0.00941562,0.33061589,0.3416252,0.02602905,0.00941562,0.32182119,0.33285701,0.0197,0.0104,17431
10191,[H]OC([H])([H])C1(C#CC([H])([H])[H])C([H])([H])C1([H])[H],0.25566255,0.27094289,0.00237262,0.0252839,0.23103106,0.24646476,0.00134063,0.0208388,0.23103106,0.24646476,0.00134063,0.0208388,0.22987806,0.24447856,0.0011,0.0193,10191
